strategy,transaction_cost_bps,total_return,cagr,benchmark_cagr,annual_return,annual_volatility,sharpe,sortino,certainty_equivalent,max_drawdown,daily_es95,average_one_way_turnover,annual_turnover,total_transaction_cost,optimizer_success_rate,maximum_weight,maximum_change,minimum_active_trade,n_days,average_cash_weight,average_gross_exposure
daily_strategy_rule,0.0,0.3845127526463161,0.11851861397040842,0.08459199801513972,0.12171512658761073,0.13926845752473663,0.8739604699505765,1.2990031165801252,0.06352801680365261,-0.20209159908188123,-0.019792398471112582,0.014843302862074994,3.740512321242899,0.0,1.0,0.23804101952987183,0.05000000000000002,0.01018237938570668,732,0.31537885382609,0.68462114617391
daily_strategy_xgb_residual,0.0,0.37787328394745634,0.1166691189772644,0.08459199801513972,0.12036482070661947,0.14141590490938036,0.8511406180496425,1.2705601304609198,0.060369446222602756,-0.226546717170802,-0.01987247904661419,0.01581392890692435,3.9851100845449365,0.0,1.0,0.2665958858901372,0.05000000000000002,0.010057989382590192,732,0.362669104070778,0.6373308959292219
daily_strategy_rule,25.0,0.3474055749116327,0.10810622779149814,0.08459199801513972,0.1123638457845035,0.13930438994695238,0.8066066390821715,1.198693783548086,0.054146706609025784,-0.2070520727255517,-0.019828015770126703,0.014843302862074994,3.740512321242899,0.027163244237597237,1.0,0.23804101952987183,0.05000000000000002,0.01018237938570668,732,0.31537885382609,0.68462114617391
daily_strategy_xgb_residual,25.0,0.3385619880367161,0.10559701249324438,0.08459199801513972,0.11040204549525713,0.14145639144856595,0.7804670002161034,1.1643412510085118,0.05037231345030736,-0.2330370415558778,-0.019911993576768993,0.01581392890692435,3.9851100845449365,0.028939489899671562,1.0,0.2665958858901372,0.05000000000000002,0.010057989382590192,732,0.362669104070778,0.6373308959292219
daily_strategy_rule,50.0,0.3112831219697274,0.09778794478526098,0.08459199801513972,0.10301256498139622,0.1393563058248377,0.7392027534862804,1.0980369988321173,0.04475202506195913,-0.21198283577937804,-0.019863633069140817,0.014843302862074994,3.740512321242899,0.05432648847519447,1.0,0.23804101952987183,0.05000000000000002,0.01018237938570668,732,0.31537885382609,0.68462114617391
daily_strategy_xgb_residual,50.0,0.3003611544504525,0.09463147098530489,0.08459199801513972,0.10043927028389475,0.14151483821658264,0.7097437381808441,1.0584770769718992,0.04035992197749807,-0.23947453595158918,-0.01995682053078387,0.01581392890692435,3.9851100845449365,0.057878979799343123,1.0,0.2665958858901372,0.05000000000000002,0.010057989382590192,732,0.362669104070778,0.6373308959292219
