feature_family,year,rule_slope,rank_ic_mean,rank_ic_median,rank_ic_positive_share,top_bottom_spread_5d,n_dates
deployable_price_market,2018,-0.005374686057614655,0.03605631724520278,0.062337662337662345,0.5657370517928287,0.0016710706081432929,251
deployable_price_market,2019,0.001401069211017962,-0.002802365299073831,0.0,0.49603174603174605,-0.0023276095402369286,252
deployable_price_market,2020,-0.002575655504326612,0.039756116528348207,0.044117647058823525,0.5573122529644269,-0.003434130995612916,253
research_price_market_news,2018,-0.005374686057614655,0.03636406662898553,0.05714285714285714,0.5697211155378487,0.0017518149270919659,251
research_price_market_news,2019,0.001401069211017962,-0.0026536488220443117,-0.006493506493506494,0.4880952380952381,-0.0023850931864160285,252
research_price_market_news,2020,-0.002575655504326612,0.040210137802496985,0.044155844155844164,0.5573122529644269,-0.0028848251998854204,253
