,total_return,cagr,sharpe,max_drawdown,vol_ann
portfolio,19.240061189559107,0.3510606566055432,1.191973998091068,-0.43308797258687237,0.2664387982873138
QQQ,5.685181261745689,0.20933109041637699,0.8726601180924668,-0.351187160697936,0.22460729135924667
