split,regime,n,share,mean_gain,dm_t,dm_p
realized fwd vol,low,2739,-0.4609553170985847,-0.00844429845616299,-10.60728261828635,0.0
realized fwd vol,mid,2739,-0.17466786641790477,-0.0031997626234530423,-3.148029759019863,0.001643749581876408
realized fwd vol,high,2739,1.6356231835164896,0.02996318691010733,6.636907685257808,3.203326492950964e-11
ex-ante trailing vol (rv22),low,2739,0.2208022289520725,0.004044903815825965,1.946153300656679,0.05163632761291459
ex-ante trailing vol (rv22),mid,2739,0.4882466645319332,0.008944252083878156,2.4073317591264534,0.016069564423734306
ex-ante trailing vol (rv22),high,2739,0.29095110651599443,0.005329969930787178,2.8421089364729344,0.004481617521736148
