year,strategy,total_return,cagr,benchmark_cagr,annual_return,annual_volatility,sharpe,sortino,certainty_equivalent,max_drawdown,daily_es95,average_one_way_turnover,annual_turnover,total_transaction_cost,optimizer_success_rate,maximum_weight,maximum_change,minimum_active_trade,n_days
2021,risk_only,0.28507114287124846,0.28507114287124846,0.2872878080332173,0.26097409671754035,0.14189574688587148,1.839196046710583,2.628573005192491,0.20057088776464244,-0.08438048351061533,-0.019834770180650198,0.0017479784293264631,0.4404905641902687,0.0011012264104756715,1.0,0.20000000000000018,0.05000000000000002,0.015064696664599317,252
2022,risk_only,-0.15386276106747732,-0.1544257899524455,-0.18240720154722911,-0.14479794680757183,0.21408576013015565,-0.6763548716156573,-1.0160877445442018,-0.28229608487909147,-0.23045987150258962,-0.030982164650980356,0.0019240375300174691,0.48485745756440224,0.0012073335500859621,1.0,0.2000000000000002,0.05000000000000002,0.011114887394498122,251
2023,risk_only,0.18604187367819347,0.2065418281777167,0.22434453391409326,0.19561518060694413,0.12532382324155567,1.5608778566378816,2.888733477330926,0.14849699859130205,-0.09569069743276126,-0.014096311392659204,0.00022104442720778642,0.05570319565636218,0.00012654793457645772,1.0,0.20000000000000012,0.05,0.05,229
2021,quantile_hgb_rank_signal,0.2923650277437404,0.2923650277437404,0.2872878080332173,0.26708396467120976,0.1449982825437284,1.8419801944251506,2.622767038441796,0.2040104588493171,-0.08387064850461634,-0.0203681079346031,0.001974686170403907,0.4976209149417845,0.0012440522873544615,1.0,0.2000000000000002,0.05000000000000002,0.010322069742250861,252
2022,quantile_hgb_rank_signal,-0.16703489188001264,-0.16764118760917202,-0.18240720154722911,-0.16025740762819118,0.21538507412528607,-0.7440506649730613,-1.117920386800185,-0.29942959809605607,-0.2521913761416723,-0.031092230765801657,0.0024176483002736025,0.6092473716689478,0.0015170743084216857,1.0,0.2000000000000002,0.05000000000000002,0.012748513145115936,251
2023,quantile_hgb_rank_signal,0.19578282180300866,0.2174508872810188,0.22434453391409326,0.20438437882475172,0.1234276348889503,1.6559045225863676,3.2366744474213864,0.15868123566191167,-0.09506255183666334,-0.0133494572655102,0.000406494678508754,0.10243665898420601,0.00023271820344626166,1.0,0.2000000000000008,0.05,0.014992166320951024,229
