model,alpha_strength,total_return,cagr,benchmark_cagr,annual_return,annual_volatility,sharpe,sortino,certainty_equivalent,max_drawdown,daily_es95,average_one_way_turnover,annual_turnover,total_transaction_cost,optimizer_success_rate,maximum_weight,maximum_change,minimum_active_trade,n_days,period,scope,strategy,transaction_cost_bps,rebalance_sessions,turnover_penalty_multiplier
quantile_hgb,0.0,0.6467689536881374,0.18089392993436104,0.14007748650178153,0.1998981643087886,0.2500309529054452,0.7994936706271906,0.7203461003582253,0.012351732076373745,-0.25548531150845577,-0.03686428669532731,0.0011181901748575204,0.28178392406409514,0.002113379430480714,1.0,0.2000000000000001,0.05000000000000003,0.010908587384266373,756,validation_tuning,all,ml,25.0,20,2.0
quantile_hgb,0.0,0.7452847045812847,0.20398782207279265,0.14007748650178153,0.22184920016308537,0.2609699736559714,0.8500947333333537,0.7837820717958027,0.017533218713090132,-0.2470427957303929,-0.03956401100392276,0.0008094615323814138,0.20398430616011629,0.0015298822962008722,1.0,0.20000000000000007,0.05000000000000003,0.010515699315192762,756,validation_tuning,all,ml,25.0,20,4.0
quantile_hgb,0.0025,0.5634915085053944,0.16064260582664747,0.14007748650178153,0.18361004171874964,0.25178113036452554,0.7292446477340114,0.6312689776750827,-0.006571171104164941,-0.2740704936177272,-0.03661104728983206,0.009749745027367772,2.4569357468966784,0.01842701810172509,1.0,0.2000000000000036,0.05000000000000003,0.01010180226151954,756,validation_tuning,all,ml,25.0,5,0.5
quantile_hgb,0.0025,0.7500441227368728,0.20508125981896996,0.14007748650178153,0.21649711547953165,0.23782373549021688,0.910325939642965,0.8438756265760528,0.04681672799196973,-0.22872791800163605,-0.03541682346065668,0.003983970824995748,1.0039606478989285,0.007529704859241965,1.0,0.20000000000000676,0.05000000000000003,0.01007777937524601,756,validation_tuning,all,ml,25.0,5,1.0
quantile_hgb,0.0025,0.7761688092735766,0.21104815702109025,0.14007748650178153,0.22018726525206844,0.23436490170681085,0.9395061446851007,0.9125072420371899,0.05540654379593912,-0.20703535697954,-0.03512072527116733,0.0014641069704202083,0.3689549565458925,0.0027671621740941936,1.0,0.2000000000000004,0.05000000000000004,0.010164262076724856,756,validation_tuning,all,ml,25.0,5,2.0
quantile_hgb,0.0025,0.6712508062845026,0.1867171261076539,0.14007748650178153,0.20964663307263814,0.26697284750028283,0.7852732404647107,0.7038064033691209,-0.004176870834589702,-0.2678961844335044,-0.03970470285519294,0.0009966116094278887,0.251146125575828,0.0018835959418187099,1.0,0.20000000000000023,0.050000000000000044,0.012355884068140588,756,validation_tuning,all,ml,25.0,5,4.0
quantile_hgb,0.0025,0.6430844774765438,0.1800125627017748,0.14007748650178153,0.1989270736176163,0.24874619143947502,0.7997190729491803,0.7048020053117157,0.013303070350684454,-0.2592897117474666,-0.036322633660079644,0.006121086616005286,1.542513827233332,0.011568853704249992,1.0,0.20000000000000015,0.050000000000000044,0.01014275298738948,756,validation_tuning,all,ml,25.0,10,0.5
quantile_hgb,0.0025,0.6947020046735457,0.19224208441445145,0.14007748650178153,0.20731543287809143,0.2425888266020511,0.8545959671018853,0.7693541827555478,0.030767416501611355,-0.24494006514174937,-0.03557038443275867,0.0026726679381297155,0.6735123204086882,0.0050513424030651614,1.0,0.20000000000000326,0.05000000000000093,0.010166463445469929,756,validation_tuning,all,ml,25.0,10,1.0
quantile_hgb,0.0025,0.7251778593807827,0.19934637074715567,0.14007748650178153,0.21305718992925637,0.24279467153700002,0.8775200402072585,0.8153246095688166,0.03620943234897722,-0.23376866824143028,-0.03621954045639166,0.0011584816985365416,0.2919373880312085,0.002189530410234064,1.0,0.2000000000000001,0.05000000000000002,0.010164262076724856,756,validation_tuning,all,ml,25.0,10,2.0
quantile_hgb,0.0025,0.7140548460198226,0.19676323239305593,0.14007748650178153,0.2172665563088109,0.26532030852750055,0.818884002942018,0.7488419201313584,0.006081957957426637,-0.2556483289816882,-0.03964031626215202,0.0008387222589606215,0.2113580092580766,0.0015851850694355747,1.0,0.20000000000000015,0.05000000000000002,0.010131556427613389,756,validation_tuning,all,ml,25.0,10,4.0
quantile_hgb,0.0025,0.7121686289459084,0.19632408196109763,0.14007748650178153,0.20986415626655533,0.24065167578358804,0.8720660497510138,0.808197413477554,0.03612446909420783,-0.2283686901412154,-0.03578352785324758,0.004305032252930114,1.0848681277383887,0.008136510958037916,1.0,0.2000000000000001,0.050000000000000044,0.01025389990519189,756,validation_tuning,all,ml,25.0,20,0.5
quantile_hgb,0.0025,0.6059968688326429,0.17106651937622686,0.14007748650178153,0.192325947318809,0.25176987867855577,0.7638957778756326,0.6703548629470222,0.002161731889364943,-0.26721463788685573,-0.036757523975090606,0.0020690891546882,0.5214104669814263,0.003910578502360698,1.0,0.20000000000000012,0.05,0.010333243517829764,756,validation_tuning,all,ml,25.0,20,1.0
quantile_hgb,0.0025,0.6622807077308446,0.18459016199358325,0.14007748650178153,0.20493827045286808,0.25706799299217425,0.7972142625282288,0.7205490394037042,0.006686411389794394,-0.2583755345426135,-0.03820692144626346,0.001127258109556788,0.2840690436083106,0.0021305178270623294,1.0,0.20000000000000004,0.05000000000000002,0.010164262076724856,756,validation_tuning,all,ml,25.0,20,2.0
quantile_hgb,0.0025,0.8297047489578306,0.223095415803652,0.14007748650178153,0.2367350084338938,0.2592241838366652,0.9132443004741347,0.8680389113447723,0.035143475976538247,-0.24681139449187728,-0.03962764459520364,0.0006571329937100464,0.16559751441493167,0.0012419813581119876,1.0,0.2000000000000008,0.05000000000000003,0.01245365413245167,756,validation_tuning,all,ml,25.0,20,4.0
quantile_hgb,0.005,0.4994658330511621,0.14457834452839524,0.14007748650178153,0.17374890476662186,0.2654007514377812,0.6546662126062383,0.5704583995613618,-0.037563771824594916,-0.28893228484280387,-0.03808307571799376,0.017316916069567333,4.3638628495309675,0.03272897137148225,1.0,0.20000000000000007,0.050000000000000044,0.004593720880275727,756,validation_tuning,all,ml,25.0,5,0.5
