year,n,qlike_price,qlike_news,gain
2018,5271,0.5435376002436573,0.5420217938017623,0.0027887793617506263
2019,5292,0.515955200516159,0.5181360934991036,-0.004226903771418344
2020,4512,2.0287928267297346,2.038468465993862,-0.0047691608214742815
2021,4032,0.43404193350569187,0.43548964696983883,-0.003335423037248947
2022,4016,0.36900586469567986,0.3751973467212709,-0.01677881740632276
2023,3904,0.40657950736274495,0.407743399453364,-0.0028626432703620208
