horizon,test_year,model,qlike,rmse_log,r2_log,mz_intercept,mz_slope,mean_realized_to_forecast,n
5,2022,naive_rv22,0.4172049131235691,0.48254990774188594,0.3291222053654642,-0.8241096081241353,0.8088186569639219,0.9939940627300978,4016
5,2022,ewma,0.38242486618851196,0.4700965548389525,0.3633025941283704,-0.5690342830032104,0.8792577670034876,0.9780986149499693,4016
5,2022,har,0.3692617511541266,0.43316435884148824,0.4594145229306147,0.1092036559619595,1.0346315694028276,1.0651521605382372,4016
5,2022,ridge_har,0.36926175364413133,0.4331643592103991,0.45941452200981936,0.10920369479724217,1.0346315789653735,1.0651521631079732,4016
5,2022,linear_gamma,0.3604850955019453,0.5216116269664418,0.21611298498001874,0.22454277075348802,1.13954789867994,0.832443791158671,4016
5,2022,xgb_price,0.34091445948319526,0.5005449001032153,0.27815321713773977,-0.12879698695731162,1.0343028619645156,0.8471917255999687,4016
5,2022,current_frozen_har,0.39042684530120864,0.43270271911645725,0.460566153924181,0.2494674682557862,1.0637412878172854,1.0947569717802124,4016
5,2022,har_news_linear_research,0.3430151202485532,0.4539499199717011,0.4062893610452467,-0.2620953467923241,0.9601077063992793,0.9761231677964589,4016
5,2022,har_news_xgb_research,0.36936075699713966,0.4331640256710643,0.45941535451806914,0.11069160206940351,1.0349931821093046,1.0652667673561484,4016
5,2022,har_news_linear_deployable,0.3430151202485532,0.4539499199717011,0.4062893610452467,-0.2620953467923241,0.9601077063992793,0.9761231677964589,4016
5,2022,har_news_xgb_deployable,0.36936075699713966,0.4331640256710643,0.45941535451806914,0.11069160206940351,1.0349931821093046,1.0652667673561484,4016
5,2023,naive_rv22,0.49984045115024933,0.5224283219828042,0.23282390259968255,-1.1654299119066964,0.7499268176873839,0.9679943683824477,3904
5,2023,ewma,0.4492748797662398,0.5133516757283584,0.25925009345461536,-0.9136253265371974,0.8186315393360939,0.9284876241937569,3904
5,2023,har,0.42803750622307657,0.480680561332263,0.3505364880394365,-0.34425524051747314,0.9475526618917756,0.9735279970442244,3904
5,2023,ridge_har,0.4280375065049391,0.4806805611189401,0.3505364886158918,-0.3442552054986784,0.9475526702988545,0.973527997900022,3904
5,2023,linear_gamma,0.43150614444088364,0.5527282947089488,0.14125339810470772,0.06649776910879729,1.094013203347139,0.8225680779349128,3904
5,2023,xgb_price,0.45134014031516234,0.578976978164627,0.05775416201954875,-0.5428207365140053,0.9495552513953194,0.7829727460165745,3904
5,2023,current_frozen_har,0.429549405350233,0.47157186887642416,0.3749173898749356,-0.13788958628473252,0.9930220422267038,0.9932009799907309,3904
5,2023,har_news_linear_research,0.4323843924622368,0.5332564344811395,0.20069257669632623,-0.7025820304502994,0.8858586241113533,0.865441700241194,3904
5,2023,har_news_xgb_research,0.42803750622307657,0.480680561332263,0.3505364880394365,-0.34425524051747314,0.9475526618917756,0.9735279970442244,3904
5,2023,har_news_linear_deployable,0.4323843924622368,0.5332564344811395,0.20069257669632623,-0.7025820304502994,0.8858586241113533,0.865441700241194,3904
5,2023,har_news_xgb_deployable,0.42803750622307657,0.480680561332263,0.3505364880394365,-0.34425524051747314,0.9475526618917756,0.9735279970442244,3904
20,2018,naive_rv22,0.4887397755956799,0.42164918711060195,0.38747625942937247,-1.1535009694847256,0.7037041849582928,1.1524438090954237,5271
20,2018,ewma,0.3648943209678116,0.37919777145911754,0.5046046293605491,-0.7627884967285176,0.8038588629474335,1.109524625015195,5271
20,2018,har,0.30585983778790304,0.35381215591441656,0.5687134734194474,0.15541231882804923,1.0264005803369807,1.1152258333452232,5271
20,2018,ridge_har,0.30585983584424276,0.3538121545394796,0.5687134767714621,0.15541242574197725,1.0264006068403666,1.1152258320743653,5271
20,2018,linear_gamma,0.24249851638160527,0.33204112435930366,0.6201569864615017,0.371016744407412,1.091487814820902,1.0594347147062229,5271
20,2018,xgb_price,0.2829839670964352,0.3489649893204904,0.5804496319463335,0.2812998397185506,1.0652082505033458,1.0818167794357698,5271
20,2018,current_frozen_har,0.26320898555229943,0.35021570755046894,0.5774368388957221,-0.011482456835793395,1.0017640181833685,1.0431177290346065,5271
20,2018,har_news_linear_research,0.27610784381588094,0.35310815975638077,0.5704280668009809,0.12231257463633076,1.0324356401991577,1.0558810639187048,5271
20,2018,har_news_xgb_research,0.3081765506331503,0.35421375229772517,0.5677338496054765,0.18896867655526253,1.0335088498382061,1.1200679466046337,5271
20,2018,har_news_linear_deployable,0.27610784381588094,0.35310815975638077,0.5704280668009809,0.12231257463633076,1.0324356401991577,1.0558810639187048,5271
20,2018,har_news_xgb_deployable,0.3081765506331503,0.35421375229772517,0.5677338496054765,0.18896867655526253,1.0335088498382061,1.1200679466046337,5271
20,2019,naive_rv22,0.448970615393133,0.42995196618966425,0.20891385606231405,-1.7008609005202844,0.6063788439110304,1.0299427675003796,5292
20,2019,ewma,0.3487663658235607,0.40056629428722657,0.3133543002174838,-1.3395378873948753,0.7019572568823669,0.9622047023473358,5292
20,2019,har,0.2603723500591766,0.3655682586063397,0.42809899585175903,-0.4440773689211456,0.9212628879604826,0.9419750314214562,5292
20,2019,ridge_har,0.26036079120026545,0.36553109163419084,0.42821527918688385,-0.4429518018240939,0.9215299133402697,0.9420001726412227,5292
20,2019,linear_gamma,0.2321689537155247,0.3526098628682043,0.4679250526331331,-0.23254096294928933,0.9781162402619854,0.9147390840614719,5292
20,2019,xgb_price,0.2503917026953493,0.3792777475270583,0.3843999798822778,-0.33321827610325033,0.9635026683053426,0.8789510959397282,5292
20,2019,current_frozen_har,0.2625539425689523,0.38256288132965527,0.37368969329512824,-0.49960451681664697,0.9176426648579095,0.901109062754339,5292
20,2019,har_news_linear_research,0.2601494236621721,0.3768647054087438,0.39220820675081525,-0.486360093620168,0.9181513993868086,0.9119290891971117,5292
20,2019,har_news_xgb_research,0.2603122223304092,0.3654350293372321,0.4285157720174414,-0.44422738499097336,0.9211337953034355,0.9423568155971704,5292
20,2019,har_news_linear_deployable,0.2601494236621721,0.3768647054087438,0.39220820675081525,-0.486360093620168,0.9181513993868086,0.9119290891971117,5292
20,2019,har_news_xgb_deployable,0.2603122223304092,0.3654350293372321,0.4285157720174414,-0.44422738499097336,0.9211337953034355,0.9423568155971704,5292
20,2020,naive_rv22,2.7168511752295466,0.668740965922311,-0.181615786483174,-2.1525531513365794,0.41846168679949153,1.3434358221123333,4437
20,2020,ewma,2.08778504592543,0.6485942684652932,-0.11149276822544518,-2.0819805815096464,0.4466566913687223,1.226444833421254,4437
20,2020,har,2.0548833276510643,0.5751680484293032,0.12592251666732768,-1.289837359092669,0.6392266659796306,1.3319021731391423,4437
20,2020,ridge_har,2.054602986394469,0.5751001624872275,0.1261288357485676,-1.2887992549140013,0.6394926214731245,1.3318992444979436,4437
20,2020,linear_gamma,2.257404784578214,0.5493391346293979,0.20266375538638282,-0.5181964464531069,0.8223841903548422,1.421705654414519,4437
20,2020,xgb_price,2.251447914709411,0.564502840616855,0.1580376112566444,-1.075961852680335,0.6888928406224749,1.373940811813744,4437
20,2020,current_frozen_har,1.8456531926152369,0.5766890510262926,0.12129349741272422,-1.427179909420389,0.612790419619115,1.2602130889966523,4437
20,2020,har_news_linear_research,1.9272795674702348,0.5712028499660464,0.1379327241474101,-1.3030888968826708,0.6405592607528391,1.2947266566400424,4437
20,2020,har_news_xgb_research,2.0554677731453252,0.5746991244557234,0.1273471744022937,-1.2666014836719102,0.6447778317115703,1.3350364297448263,4437
20,2020,har_news_linear_deployable,1.9272795674702348,0.5712028499660464,0.1379327241474101,-1.3030888968826708,0.6405592607528391,1.2947266566400424,4437
20,2020,har_news_xgb_deployable,2.0554677731453252,0.5746991244557234,0.1273471744022937,-1.2666014836719102,0.6447778317115703,1.3350364297448263,4437
20,2021,naive_rv22,0.31533237299664796,0.35526164119548026,0.46432862247837603,-1.0273145246050712,0.749548972869866,1.0728939475473007,4032
20,2021,ewma,0.26190242435528616,0.3289590372189594,0.5407116287268148,-0.7233594761852545,0.8281805578298602,1.0381290724767414,4032
20,2021,har,0.21136671024694506,0.3188166815074184,0.5685962858515684,0.2971296254982888,1.0924610627190234,0.9739862146208164,4032
20,2021,ridge_har,0.21136479705920497,0.3188126192260781,0.568607279455071,0.2977005700108987,1.0926009663192628,0.9739904353862123,4032
20,2021,linear_gamma,0.23480196092815075,0.37483810269016776,0.40366641690946914,0.47125241116792965,1.1714779124325645,0.862423504377628,4032
20,2021,xgb_price,0.26188648720362334,0.4148167119239413,0.26967814824388814,0.08863520702097846,1.0950990096839701,0.7972074199551863,4032
20,2021,current_frozen_har,0.21225399775216364,0.32223964420979656,0.5592830594037312,0.20523361395176526,1.0723445725351395,0.9647922843169705,4032
20,2021,har_news_linear_research,0.21217144433438076,0.3327660626715771,0.5300194749955434,0.2441260489059022,1.0900003271700809,0.9368462059077921,4032
20,2021,har_news_xgb_research,0.2113487970268606,0.3187985760160719,0.5686452830018477,0.2982243526695972,1.0927250849776984,0.9740067227007646,4032
20,2021,har_news_linear_deployable,0.21217144433438076,0.3327660626715771,0.5300194749955434,0.2441260489059022,1.0900003271700809,0.9368462059077921,4032
