outer_year,horizon,scope,stage,feature,alpha,median_gain,mean_gain,worst_gain,positive_fold_share,accepted
2021,20,research,family_forward,source_diffusion_novelty,10.0,-0.06263620609296483,-0.07641257803017497,-0.1536735054070419,0.0,False
2021,20,research,family_forward,events,10.0,-0.03841016312535766,-0.033944461220358726,-0.07657542027839084,0.0,False
2021,20,research,family_forward,causal_state,10.0,-0.027127488803115517,-0.028088626116669284,-0.05131852812250028,0.0,False
2021,20,research,drop_column,has_news,10.0,0.0016786904253382237,-0.00018824748864091717,-0.009657522458084065,0.8,True
2021,20,research,drop_column,log_count,10.0,-0.0007733985977305045,-0.002239921736813372,-0.006750583284075595,0.2,False
2021,20,research,drop_column,news_state_uncovered,10.0,0.0,0.0,0.0,0.0,False
2021,20,research,drop_column,news_state_silent,10.0,-0.023396644036051354,-0.025900963000820613,-0.04654497815990622,0.0,False
2021,20,research,drop_column,news_state_stale,10.0,0.0,0.0,0.0,0.0,False
2021,20,deployable,family_forward,attention,0.001,-0.0758763780369217,-0.12979828440572796,-0.23224056183251393,0.0,False
2021,20,deployable,family_forward,sentiment,10.0,-0.056718367330605556,-0.07303836454089734,-0.1510399349856995,0.0,False
2021,20,deployable,family_forward,source_diffusion_novelty,0.001,-0.05135475242938992,-0.07746790542158785,-0.14815061131631702,0.0,False
2021,20,deployable,family_forward,events,10.0,-0.03841016312535766,-0.033944461220358726,-0.07657542027839084,0.0,False
2021,20,deployable,family_forward,causal_state,10.0,-0.027127488803115517,-0.028088626116669284,-0.05131852812250028,0.0,False
2021,20,deployable,drop_column,has_news,10.0,0.0016786904253382237,-0.00018824748864091717,-0.009657522458084065,0.8,True
2021,20,deployable,drop_column,log_count,10.0,-0.0007733985977305045,-0.002239921736813372,-0.006750583284075595,0.2,False
2021,20,deployable,drop_column,news_state_uncovered,10.0,0.0,0.0,0.0,0.0,False
2021,20,deployable,drop_column,news_state_silent,10.0,-0.023396644036051354,-0.025900963000820613,-0.04654497815990622,0.0,False
2021,20,deployable,drop_column,news_state_stale,10.0,0.0,0.0,0.0,0.0,False
2022,20,research,family_forward,attention,10.0,-0.09503882093887303,-0.1271640000884797,-0.23218560821958484,0.0,False
2022,20,research,family_forward,sentiment,10.0,-0.06016308936731213,-0.0714666056847509,-0.1510399349856995,0.0,False
2022,20,research,family_forward,source_diffusion_novelty,10.0,-0.062328393456890965,-0.07401391182861533,-0.1536735054070419,0.0,False
2022,20,research,family_forward,events,10.0,-0.03919644597748166,-0.03695937267994646,-0.07657542027839084,0.0,False
2022,20,research,family_forward,causal_state,10.0,-0.029599214352798893,-0.06352432535424755,-0.2407028215421389,0.0,False
2022,20,research,drop_column,has_news,10.0,0.001591726082199582,-0.002434972344551738,-0.013668596624105843,0.6666666666666666,True
2022,20,research,drop_column,log_count,10.0,-0.0007681008723610695,-0.0019937353051764158,-0.006750583284075595,0.16666666666666666,False
2022,20,research,drop_column,news_state_uncovered,10.0,0.0,0.0,0.0,0.0,False
2022,20,research,drop_column,news_state_silent,10.0,-0.022633641359648803,-0.024798034388152132,-0.04654497815990622,0.0,False
2022,20,research,drop_column,news_state_stale,10.0,0.0,-0.033220518937366585,-0.19932311362419952,0.0,False
2022,20,deployable,family_forward,attention,10.0,-0.09503882093887303,-0.1271640000884797,-0.23218560821958484,0.0,False
2022,20,deployable,family_forward,sentiment,10.0,-0.06016308936731213,-0.0714666056847509,-0.1510399349856995,0.0,False
2022,20,deployable,family_forward,source_diffusion_novelty,0.001,-0.06902763331409027,-0.07900667355112165,-0.14815061131631702,0.0,False
2022,20,deployable,family_forward,events,10.0,-0.03919644597748166,-0.03695937267994646,-0.07657542027839084,0.0,False
2022,20,deployable,family_forward,causal_state,10.0,-0.029599214352798893,-0.06352432535424755,-0.2407028215421389,0.0,False
2022,20,deployable,drop_column,has_news,10.0,0.001591726082199582,-0.002434972344551738,-0.013668596624105843,0.6666666666666666,True
2022,20,deployable,drop_column,log_count,10.0,-0.0007681008723610695,-0.0019937353051764158,-0.006750583284075595,0.16666666666666666,False
2022,20,deployable,drop_column,news_state_uncovered,10.0,0.0,0.0,0.0,0.0,False
2022,20,deployable,drop_column,news_state_silent,10.0,-0.022633641359648803,-0.024798034388152132,-0.04654497815990622,0.0,False
2022,20,deployable,drop_column,news_state_stale,10.0,0.0,-0.033220518937366585,-0.19932311362419952,0.0,False
2023,20,research,family_forward,attention,10.0,-0.11419386353451466,-0.15593228334102954,-0.3285419828563287,0.0,False
2023,20,research,family_forward,sentiment,10.0,-0.06360781140401871,-0.08878131379620897,-0.1926695624649574,0.0,False
2023,20,research,family_forward,source_diffusion_novelty,10.0,-0.06263620609296483,-0.08305212377121686,-0.1536735054070419,0.0,False
2023,20,research,family_forward,events,10.0,-0.03998272882960567,-0.0578307570469458,-0.18305906324894186,0.0,False
2023,20,research,family_forward,causal_state,10.0,-0.03207093990248227,-0.0761686134374157,-0.2407028215421389,0.0,False
2023,20,research,drop_column,has_news,10.0,0.0016786904253382237,0.0036654123295342986,-0.013668596624105843,0.7142857142857143,True
2023,20,research,drop_column,log_count,10.0,-0.0007628031469916345,2.1759592124749693e-05,-0.006750583284075595,0.2857142857142857,False
2023,20,research,drop_column,news_state_uncovered,10.0,0.0,0.0,0.0,0.0,False
2023,20,research,drop_column,news_state_silent,10.0,-0.021870638683246253,-0.023836193772542858,-0.04654497815990622,0.0,False
2023,20,research,drop_column,news_state_stale,10.0,0.0,-0.04369759405608099,-0.19932311362419952,0.0,False
2023,20,deployable,family_forward,attention,10.0,-0.11419386353451466,-0.15593228334102954,-0.3285419828563287,0.0,False
2023,20,deployable,family_forward,sentiment,10.0,-0.06360781140401871,-0.08878131379620897,-0.1926695624649574,0.0,False
2023,20,deployable,family_forward,source_diffusion_novelty,10.0,-0.08668234624281816,-0.09993403707507002,-0.2255917333470026,0.0,False
2023,20,deployable,family_forward,events,10.0,-0.03998272882960567,-0.0578307570469458,-0.18305906324894186,0.0,False
2023,20,deployable,family_forward,causal_state,10.0,-0.03207093990248227,-0.0761686134374157,-0.2407028215421389,0.0,False
2023,20,deployable,drop_column,has_news,10.0,0.0016786904253382237,0.0036654123295342986,-0.013668596624105843,0.7142857142857143,True
2023,20,deployable,drop_column,log_count,10.0,-0.0007628031469916345,2.1759592124749693e-05,-0.006750583284075595,0.2857142857142857,False
2023,20,deployable,drop_column,news_state_uncovered,10.0,0.0,0.0,0.0,0.0,False
2023,20,deployable,drop_column,news_state_silent,10.0,-0.021870638683246253,-0.023836193772542858,-0.04654497815990622,0.0,False
2023,20,deployable,drop_column,news_state_stale,10.0,0.0,-0.04369759405608099,-0.19932311362419952,0.0,False
